,x,y,z
4,11.220975875854492,2.1418747901916504,12.99598217010498
5,3.170382261276245,-13.26536750793457,6.468430519104004
28,6.8812336921691895,1.6198623180389404,0.11123344302177429
43,7.103757381439209,4.493425369262695,11.0496187210083
54,-0.026909219101071358,1.921953797340393,-2.838890552520752
71,4.343852996826172,12.368807792663574,-5.884326934814453
123,4.046139240264893,0.7048854827880859,-9.880186080932617
126,-4.046082496643066,-10.288240432739258,-1.8473061323165894
138,13.864480972290039,-1.0300403833389282,-8.570276260375977
146,13.862858772277832,-1.0419715642929077,-8.539924621582031
149,10.825477600097656,-3.3888821601867676,11.990998268127441
155,2.1678121089935303,2.091726541519165,-5.300460338592529
173,2.9246861934661865,-3.6378934383392334,7.924866199493408
188,5.096541404724121,-4.741936683654785,10.733759880065918
194,8.510324478149414,2.0937345027923584,1.2452975511550903
212,4.266443252563477,7.639613151550293,-2.4001262187957764
215,-1.8403956890106201,4.473820686340332,6.813657760620117
218,-2.9896183013916016,4.213947296142578,8.072914123535156
227,9.339529991149902,-0.25639665126800537,8.495641708374023
232,2.493694305419922,8.886880874633789,-2.657991886138916
237,-1.5096639394760132,14.697457313537598,-14.62512493133545
239,6.526594161987305,-3.1755154132843018,-4.902217864990234
243,5.0148749351501465,-3.3188393115997314,-2.5820510387420654
252,11.320504188537598,0.26626110076904297,-0.6942211389541626
262,0.8057355880737305,1.2370203733444214,1.9425104856491089
264,1.0502803325653076,1.2696644067764282,-4.797173023223877
272,-3.5358998775482178,-7.631005764007568,-3.662736177444458
292,13.897022247314453,-0.42061325907707214,10.762656211853027
318,10.140704154968262,6.0856475830078125,11.792724609375
331,6.982176780700684,-2.6146080493927,9.097222328186035
340,12.342673301696777,-8.664965629577637,11.4086332321167
350,9.0223970413208,-0.47523233294487,8.392987251281738
364,15.697855949401855,8.483743667602539,13.06196117401123
367,0.9725916981697083,-5.7804274559021,-1.5672743320465088
436,12.525900840759277,3.280527353286743,7.881800174713135
447,5.826000690460205,10.943071365356445,-3.6617624759674072
481,4.270737648010254,4.7139892578125,9.107488632202148
483,11.191559791564941,4.229269027709961,1.3514996767044067
487,0.7479641437530518,1.9835772514343262,1.2383497953414917
489,3.5601654052734375,7.51462459564209,-3.8006021976470947
493,-3.5225841999053955,-7.540416240692139,-6.615800857543945
519,11.009258270263672,2.856234550476074,-7.156719207763672
520,-6.308213233947754,9.347009658813477,-1.338891625404358
539,10.545624732971191,1.8012624979019165,4.243846893310547
542,-2.4426651000976562,11.26392936706543,-7.609549045562744
547,3.6795153617858887,12.370867729187012,-9.34118366241455
561,8.373356819152832,6.205341339111328,-5.72550106048584
575,7.487475395202637,-0.24462944269180298,12.46330738067627
