,x,y,z
0,-9.52361011505127,-2.704468250274658,-7.101285457611084
1,-5.031262397766113,-7.0639190673828125,0.021545348688960075
2,-6.658575534820557,-11.439767837524414,-0.5228376388549805
3,-5.69368314743042,9.902518272399902,-1.1520661115646362
6,-7.341614246368408,19.814302444458008,-2.761931896209717
7,9.714384078979492,-13.210577011108398,7.643465995788574
8,-0.5346003174781799,1.7132538557052612,-0.2512056827545166
9,-9.95075798034668,14.380118370056152,-9.089285850524902
10,0.12135658413171768,5.642331600189209,-12.633223533630371
11,-3.864315986633301,10.788675308227539,10.082681655883789
12,-7.325833797454834,6.95122766494751,0.7348113059997559
13,5.345956325531006,5.075209617614746,-5.149023532867432
14,5.525109767913818,-17.76484489440918,-3.2928953170776367
15,4.540398597717285,-11.97340202331543,3.9809632301330566
16,-5.675535202026367,11.636479377746582,-8.62669563293457
17,-3.7095022201538086,-8.284181594848633,0.4133760631084442
18,-2.4698922634124756,6.065506935119629,-7.348171710968018
19,2.8414723873138428,5.952263832092285,5.030875205993652
20,-6.655768871307373,5.419486045837402,1.522086501121521
21,2.41110897064209,-16.087621688842773,-0.6763937473297119
22,4.200263977050781,-10.082358360290527,-3.0235815048217773
23,-1.5985047817230225,-12.581974029541016,5.985079765319824
24,0.4902641773223877,-12.338190078735352,1.1999902725219727
25,-1.9953114986419678,8.943402290344238,-13.116157531738281
26,2.67600154876709,10.82872200012207,-1.6509678363800049
27,3.5258634090423584,-5.910477638244629,10.544829368591309
29,-0.5317642688751221,1.3523459434509277,6.840000152587891
30,-1.4476855993270874,20.229673385620117,0.6263389587402344
31,2.3102567195892334,-2.4497385025024414,-8.179220199584961
32,2.6726553440093994,13.900355339050293,-10.621342658996582
33,-5.173208713531494,0.7682090997695923,-0.7871479392051697
34,-3.295239210128784,3.524730682373047,7.905690670013428
35,-2.3357341289520264,7.083629131317139,-1.0505536794662476
36,-3.596458911895752,-1.1959457397460938,9.85800552368164
37,-1.2333215475082397,-20.65974235534668,6.703709602355957
38,-9.321175575256348,-5.757569789886475,-1.613053798675537
39,5.026434898376465,8.51586627960205,1.516976237297058
40,-0.5417172312736511,17.986068725585938,-1.2125684022903442
41,9.111634254455566,0.49275150895118713,-3.4349920749664307
42,7.5915093421936035,7.224013805389404,-1.6257035732269287
44,-4.504236698150635,15.844709396362305,0.5672918558120728
45,-10.894493103027344,10.446694374084473,-3.966477632522583
46,-2.906710386276245,1.1560362577438354,6.6026105880737305
47,4.449057102203369,-2.3598642349243164,11.42564868927002
48,0.6760150790214539,-16.010194778442383,-6.927802085876465
49,-5.40339469909668,7.1925787925720215,-11.036842346191406
50,-8.344764709472656,-8.530871391296387,0.3093794286251068
51,-7.850155830383301,19.56927490234375,4.736255645751953
52,-3.1107418537139893,-16.64204978942871,1.566032886505127
53,1.5318301916122437,11.36458683013916,-4.449749946594238
55,-4.5728888511657715,-4.270144462585449,-5.6571149826049805
56,-6.001910209655762,17.742759704589844,-0.5855589509010315
57,-7.970369815826416,-3.3898632526397705,5.236335754394531
58,-5.160262107849121,18.96918296813965,5.632429122924805
59,9.837986946105957,2.1997721195220947,0.19034965336322784
60,-8.236650466918945,0.2084266096353531,-5.254358768463135
61,-7.563360214233398,9.681093215942383,-3.7632346153259277
62,0.5933986306190491,7.05172872543335,0.5106403827667236
63,-0.9176276326179504,-15.013069152832031,3.072652816772461
64,-2.836919069290161,3.8683032989501953,-12.587825775146484
65,3.62373423576355,-8.10472583770752,8.693581581115723
66,-0.37044757604599,11.652132034301758,-9.337026596069336
67,6.234915733337402,9.766127586364746,-1.6219985485076904
68,-2.4006505012512207,8.49752426147461,11.747538566589355
69,8.410888671875,-8.635022163391113,8.452213287353516
70,10.727438926696777,1.083146333694458,-4.245835304260254
72,-0.35910239815711975,18.424055099487305,-5.544754505157471
73,1.4874802827835083,-1.0980942249298096,-7.939688682556152
74,5.838897228240967,-15.542900085449219,-7.545015811920166
75,-4.753263473510742,-13.879780769348145,-2.547398328781128
76,-5.402832984924316,-3.322659730911255,5.852442264556885
77,-6.675628185272217,-13.928152084350586,5.5521626472473145
78,-6.2094645500183105,0.6078768968582153,-4.82481575012207
79,-5.52224063873291,9.548274993896484,-3.2025184631347656
80,-2.038264036178589,10.993587493896484,-7.4998064041137695
81,1.6570913791656494,2.7785346508026123,5.23411226272583
82,-5.380189418792725,22.74115562438965,6.4314470291137695
83,-2.481700897216797,11.147619247436523,10.907052040100098
84,3.513087511062622,-15.226884841918945,4.237242698669434
85,-0.10620120912790298,18.91400718688965,-6.083469867706299
86,3.0734641551971436,9.282652854919434,-5.573420524597168
87,-3.6342124938964844,6.234953880310059,8.039793968200684
88,-5.154855728149414,13.03980541229248,1.910041332244873
89,3.7910423278808594,8.442605018615723,-13.370347023010254
90,-7.22659969329834,-5.730076789855957,-2.9173498153686523
91,-8.193559646606445,-6.536838054656982,-5.162036418914795
92,-2.2187705039978027,-12.979497909545898,2.8263137340545654
93,4.524338722229004,-6.584567070007324,12.377036094665527
94,1.2830488681793213,3.1411426067352295,-1.583404541015625
95,-5.090084552764893,19.5533504486084,5.745205402374268
96,5.5345892906188965,-14.40867805480957,7.194454193115234
97,1.342424988746643,-3.4420676231384277,5.838818550109863
98,2.0892093181610107,0.33387884497642517,-9.418309211730957
99,0.09153912216424942,16.29953384399414,1.0979424715042114
100,1.948462963104248,-6.123465538024902,10.401468276977539
101,-6.555245399475098,23.11953353881836,6.546607971191406
102,0.4721156060695648,-3.4818813800811768,6.322006702423096
103,-8.614864349365234,-5.767477512359619,-9.042754173278809
104,-3.6909730434417725,15.728137969970703,-6.0130205154418945
105,-5.28471565246582,8.991436004638672,-5.263660907745361
106,4.866083145141602,2.167480230331421,-4.139120578765869
107,-9.242599487304688,11.032310485839844,-6.6876912117004395
108,-7.379419326782227,-2.614077091217041,-5.7571611404418945
109,-1.0059242248535156,-14.703597068786621,-1.407313346862793
110,2.43746280670166,-8.827203750610352,-4.431370735168457
111,13.295388221740723,-9.305709838867188,9.599067687988281
112,3.115302085876465,6.182061672210693,-12.32883071899414
113,-2.317955255508423,-2.8475418090820312,9.333596229553223
114,3.6177046298980713,3.192819833755493,4.0026774406433105
115,12.573668479919434,-11.952838897705078,12.302226066589355
116,-4.17803430557251,6.35831356048584,-12.011381149291992
117,-1.2393455505371094,10.966583251953125,-7.186913013458252
118,-4.143830299377441,-6.53287935256958,-8.844757080078125
119,-3.3086512088775635,-16.960399627685547,-4.08982515335083
120,-2.372626781463623,9.049605369567871,-13.485149383544922
121,8.24326229095459,-15.550246238708496,3.885206699371338
122,9.138851165771484,-12.230375289916992,4.324094772338867
124,-3.2942371368408203,-12.847715377807617,-4.313864231109619
125,-7.296576499938965,-8.13947582244873,7.004558086395264
127,-9.219040870666504,-0.18407410383224487,-7.3019633293151855
128,-2.7195775508880615,11.098350524902344,11.53745174407959
129,-7.406380653381348,5.409664630889893,1.1375811100006104
130,-1.9055225849151611,5.56110143661499,-0.7311038970947266
131,-10.901908874511719,-2.4574923515319824,-1.6202329397201538
132,-3.9646012783050537,16.508777618408203,10.778837203979492
133,4.556676387786865,-7.384201526641846,9.345939636230469
134,-2.290583372116089,-3.8516793251037598,0.6900439262390137
135,3.435675859451294,-9.166945457458496,-2.128615140914917
136,4.27363920211792,-7.131081581115723,-5.093270301818848
137,-3.9575088024139404,12.336067199707031,6.231742858886719
139,-5.800715923309326,-9.433222770690918,-7.237513065338135
140,11.398467063903809,-6.537252426147461,10.246270179748535
141,-0.9671359658241272,-17.640724182128906,-3.6966919898986816
142,-1.0347241163253784,16.099468231201172,2.900655746459961
143,-4.300039291381836,10.443161010742188,3.9915311336517334
144,-8.28627872467041,2.9773447513580322,-5.021615028381348
145,1.633188009262085,-7.601202964782715,10.281489372253418
147,9.022737503051758,4.034892559051514,-2.8436503410339355
148,1.6767981052398682,-4.133236885070801,-11.319947242736816
150,-5.768059253692627,18.891311645507812,3.5190389156341553
151,-3.5619945526123047,4.552418231964111,7.667266368865967
152,-4.1613383293151855,-14.274423599243164,6.192917823791504
153,0.1926881968975067,-21.703327178955078,7.546581745147705
154,-5.35049295425415,-6.962984561920166,-7.180291175842285
156,-3.18039608001709,15.237480163574219,1.9122625589370728
157,-5.772795677185059,6.403881072998047,-5.896744728088379
158,7.337778568267822,0.9642890691757202,-7.5785040855407715
