,x,y,z
4,-2.1875998973846436,20.9583683013916,1.6622437238693237
5,-0.41866597533226013,12.193038940429688,2.1874465942382812
28,7.328977108001709,2.8679089546203613,4.3939666748046875
43,8.888903617858887,3.817370653152466,-2.7882511615753174
54,6.875235080718994,2.171318292617798,4.613584041595459
71,5.551580429077148,-2.967008590698242,8.352750778198242
123,4.836702823638916,7.8635454177856445,-0.6541799306869507
126,7.978730201721191,-0.45986077189445496,2.5089097023010254
138,12.60228157043457,4.5909743309021,-6.458341121673584
146,13.406062126159668,4.559591770172119,-6.206202507019043
149,6.836155414581299,1.2329437732696533,-0.37031057476997375
155,7.790432929992676,1.9262479543685913,-2.2555060386657715
173,12.45347785949707,3.225855588912964,-7.537691116333008
188,1.888443946838379,-5.130417823791504,-0.5266228318214417
194,0.6293793320655823,10.007760047912598,2.6931822299957275
212,4.511552333831787,1.8318992853164673,5.16598653793335
215,3.723874807357788,2.4530742168426514,4.168652057647705
218,-1.8051077127456665,3.2917721271514893,9.361562728881836
227,9.9534330368042,3.1202168464660645,1.7179195880889893
232,-1.6666126251220703,9.47883415222168,6.700458526611328
237,10.80656623840332,-3.4112331867218018,-2.6615304946899414
239,7.374764919281006,0.6780146360397339,1.5244154930114746
243,10.521106719970703,-12.192367553710938,-2.637158155441284
252,1.0629053115844727,3.307274103164673,-1.9091342687606812
262,2.6602625846862793,3.253906488418579,4.947786808013916
264,4.3409552574157715,12.857054710388184,-8.571969985961914
272,3.000485897064209,18.32215118408203,-4.9209418296813965
292,5.505507469177246,15.641081809997559,-9.027579307556152
318,2.412691354751587,14.155765533447266,-0.27016398310661316
331,7.051108360290527,0.34310853481292725,3.10213041305542
340,11.89670181274414,5.224118232727051,-7.439123153686523
350,8.099226951599121,7.301804542541504,-4.451233863830566
364,-4.219264030456543,20.476783752441406,4.820467472076416
367,11.71059513092041,2.3703200817108154,-4.405925750732422
436,5.004727363586426,0.26633602380752563,-2.953544855117798
447,6.3939361572265625,-1.0739805698394775,9.807135581970215
481,2.913942813873291,3.910454511642456,5.476999282836914
483,0.5770047903060913,12.242749214172363,0.7346650958061218
487,5.0616021156311035,3.7946908473968506,8.378456115722656
